cluster_num,background_threshold,cluster_num_intensities_avg,cluster_num_intensities_max,cluster_num_intensities_min,cluster_num_intensities_std,cluster_peak_intensities_avg,cluster_peak_intensities_max,cluster_peak_intensities_min,cluster_peak_intensities_std,cluster_sizes_avg,cluster_sizes_std,cluster_sizes_max,cluster_sizes_min,cluster_sizes_sum,cluster_x_avg,cluster_y_avg,cluster_dist_min,cluster_dist_max,largest_clusters_distance,brightest_clusters_distance,num_large_clusters,num_small_clusters,num_bright_clusters,num_dark_clusters
47.0,0.0,16.133356653892083,2.0748402049,806.2356975475597,9905.0,28.638297872340427,255.0,1.0,61.384877731604526,48.808510638297875,54.61573239865392,197.0,1.0,2294.0,502.74468085106383,465.531914893617,20.615528128088304,1278.4686151798956,864.8074930295181,864.8074930295181,42.0,5.0,19.0,28.0
198.0,1.0,10.017381078967546,0.8445163184000001,808.050122207775,6339.0,8.964646464646465,255.0,2.0,36.13112710789872,37.64141414141414,69.18623455966988,542.0,1.0,7453.0,528.5808080808081,539.8787878787879,2.23606797749979,1325.3093978388595,602.4018592268785,567.2741841473133,156.0,42.0,31.0,167.0
907.0,9.0,6.354441525432137,0.0048763146,811.4493206602616,10120.0,10.95148842337376,203.0,10.0,6.539833461918081,206.7265711135612,6103.513035996887,183921.0,1.0,187501.0,756.9911797133407,414.6152149944873,2.0,1259.5876309332352,173.9683879329805,515.2184002925361,170.0,737.0,907.0,0.0
45.0,0.0,17.48890300719464,2.5417490582,1137.0839898617867,61433.0,26.333333333333332,255.0,1.0,62.551312269741125,55.888888888888886,66.22259507725013,244.0,1.0,2515.0,434.84444444444443,490.8222222222222,12.649110640673518,1173.736767763539,377.89548819746443,861.0185828424378,36.0,9.0,17.0,28.0
40.0,0.0,13.956987497307578,3.2593858759,817.3236812915676,7328.0,10.55,255.0,1.0,40.11355755851131,36.375,66.89569773161799,359.0,1.0,1455.0,487.975,406.575,18.384776310850235,1220.6899688291044,106.15083607772479,668.3621772661885,34.0,6.0,9.0,31.0
165.0,0.0,8.865251860030906,1.9895391417,832.9015548070493,13217.0,9.266666666666667,255.0,1.0,31.05735326648412,35.07272727272727,77.41658765456621,701.0,1.0,5787.0,512.9575757575758,524.0666666666667,2.0,1280.2695028782025,868.5303679204314,198.4263087395419,118.0,47.0,38.0,127.0
51.0,0.0,15.645387890534714,3.0723505346,896.7547044760903,31131.0,24.686274509803923,255.0,1.0,62.880680719036036,40.68627450980392,48.514598650294474,196.0,1.0,2075.0,630.6274509803922,508.5882352941176,20.615528128088304,1294.712709445613,710.0197180360557,710.0197180360557,45.0,6.0,18.0,33.0
128.0,0.0,11.706274609557688,1.7375003672999998,966.917783474893,40798.0,15.1640625,255.0,1.0,39.61844925026841,37.1484375,46.3637267031954,236.0,1.0,4755.0,496.796875,513.4609375,4.242640687119285,1180.6049296864721,754.0106100049256,364.5229759562489,107.0,21.0,41.0,87.0
61.0,0.0,13.301255868755625,1.9133935018,1187.3436739209083,65299.0,17.852459016393443,255.0,1.0,50.4926016543225,36.9344262295082,48.6485788556129,245.0,1.0,2253.0,529.7213114754098,492.88524590163934,14.317821063276353,1161.0546929408622,227.1079038695043,593.7583683620804,53.0,8.0,22.0,39.0
297.0,0.0,5.727263819849486,3.1353864106,842.5680981380674,13087.0,3.5757575757575757,255.0,1.0,17.17963572621196,23.525252525252526,45.95518460347643,403.0,1.0,6987.0,400.3097643097643,585.7811447811448,2.0,1354.9826567155758,845.8019862828415,611.3010714860559,160.0,137.0,24.0,273.0
6998.0,181.0,2.603746683469254,0.0004333245,875.6648902405532,18009.0,185.74778508145184,214.0,182.0,3.6505673522412727,25.713918262360675,1657.9393163467255,138703.0,1.0,179946.0,330.1431837667905,519.0490140040012,2.0,1354.9826567155758,1.0,1.0,1998.0,5000.0,6998.0,0.0
52.0,0.0,14.478151259926989,1.4910537338999998,1023.3220411971981,43709.0,20.403846153846153,255.0,1.0,49.023251789088114,42.17307692307692,45.99570262278112,191.0,1.0,2193.0,406.38461538461536,501.09615384615387,14.035668847618199,1127.4298204322963,174.04022523543227,174.04022523543227,47.0,5.0,18.0,34.0
64.0,0.0,14.692685254915114,3.1243207042,886.6211141180883,13900.0,27.8125,255.0,1.0,60.73607736551645,37.3125,45.38580277741047,193.0,1.0,2388.0,478.21875,454.265625,17.11724276862369,1179.0949919323718,787.1073624353922,233.49732332512937,52.0,12.0,23.0,41.0
56.0,0.0,14.525828070111839,4.2267243657,1099.8186214099123,52327.0,18.035714285714285,255.0,1.0,50.524026917085386,35.30357142857143,46.736311839807755,209.0,1.0,1977.0,507.64285714285717,457.42857142857144,21.37755832643195,1300.604859286632,804.5719358764634,804.5719358764634,45.0,11.0,15.0,41.0
29992.0,2.0,0.9383778255037564,0.5576850858,889.4633213348372,2219.0,3.050113363563617,255.0,3.0,3.1026047597941955,2.323953054147773,13.627012433482744,780.0,1.0,69700.0,453.5872566017605,514.5843558282209,21.37755832643195,1300.604859286632,1.0,1.0,1081.0,28911.0,50.0,29942.0
77.0,0.0,14.572111473221417,2.2582397257,1054.7302972798307,45411.0,24.844155844155843,255.0,1.0,61.87525467560128,41.36363636363637,49.12108259808641,191.0,1.0,3185.0,485.68831168831167,471.16883116883116,12.083045973594572,1202.1035729087573,289.968963856479,243.02263269086689,66.0,11.0,30.0,47.0
11403.0,162.0,8.317731536650747,0.0005558023,1261.5292307354594,67681.0,180.6129088836271,242.0,163.0,15.56294171316499,16.88099622906253,255.18539025607947,16061.0,1.0,192494.0,462.00324476015084,469.62983425414365,12.083045973594572,1202.1035729087573,1.0,1.0,4917.0,6486.0,11403.0,0.0
44.0,0.0,16.05187548579823,1.865140467,949.9484196523514,26872.0,26.295454545454547,255.0,1.0,62.196016952803234,44.95454545454545,50.39839217558729,199.0,2.0,1978.0,555.0681818181819,469.47727272727275,9.055385138137417,1246.6787878198618,955.0523545858625,955.0523545858625,39.0,5.0,17.0,27.0
66.0,0.0,8.91537605551235,1.4587237322,798.9524391351465,58716.0,10.393939393939394,255.0,1.0,32.85545883700707,31.257575757575758,34.583807126098336,191.0,1.0,2063.0,491.3484848484849,507.0151515151515,16.97056274847714,1185.9717534578974,535.2102390649865,502.9294185072096,53.0,13.0,25.0,41.0
73.0,0.0,10.926853817964567,1.2673185442,801.6389461596785,58563.0,12.452054794520548,255.0,1.0,34.45824994001443,35.6986301369863,41.27113321050974,188.0,1.0,2606.0,482.09589041095893,536.5616438356165,10.0,1212.298643074387,197.6916791369834,662.0732587863672,58.0,15.0,25.0,48.0
97.0,1.0,10.366142144754047,1.9227322442,825.360527284895,71367.0,15.360824742268042,255.0,2.0,40.49339657685077,34.855670103092784,56.86572893794421,421.0,1.0,3381.0,536.3092783505155,462.87628865979383,9.486832980505138,1253.0989585822822,252.74493071078598,448.4016057063132,82.0,15.0,28.0,69.0
71.0,3.0,15.326390131968003,0.8702218612999999,1117.2725719357832,157716.0,21.591549295774648,255.0,4.0,51.07205003505127,32.66197183098591,47.09084527578518,225.0,1.0,2319.0,431.23943661971833,511.0845070422535,5.830951894845301,1256.6821396041244,695.5199493903823,333.0375354220602,58.0,13.0,71.0,0.0
55.0,1.0,12.310769322926738,0.3905148831,792.5351727210598,9813.0,18.21818181818182,255.0,2.0,50.86513037045424,35.38181818181818,46.20526963614389,217.0,1.0,1946.0,584.290909090909,506.76363636363635,11.045361017187261,1140.2740898573466,708.9936530040308,184.32851108821987,43.0,12.0,27.0,28.0
66.0,0.0,13.487572077693011,1.5200524002000002,909.1754506144565,101523.0,17.696969696969695,255.0,1.0,49.87377087327861,44.04545454545455,49.86175792710549,232.0,2.0,2907.0,504.09090909090907,469.04545454545456,13.038404810405298,1248.8859035156095,1010.7353758526511,383.6000521376398,60.0,6.0,25.0,41.0
80.0,2.0,11.389139563636931,1.2842756821,1118.6429278371181,156768.0,12.5,255.0,3.0,40.65464303127012,32.4,50.813039665030864,319.0,1.0,2592.0,504.95,483.3,7.280109889280518,1318.5598204101323,330.89273186336385,330.89273186336385,62.0,18.0,35.0,45.0
77.0,0.0,9.496286479815657,1.3691707873,1065.8916455250037,143658.0,12.2987012987013,255.0,1.0,37.914485096484654,29.792207792207794,35.59415451145586,182.0,1.0,2294.0,535.0,515.4025974025974,12.727922061357855,1315.130411784322,394.66568130507625,1046.492235996044,62.0,15.0,24.0,53.0
57.0,0.0,15.341801828622435,2.805088584,801.5247968715628,23958.0,22.0,255.0,1.0,57.53137969076361,35.719298245614034,47.69374315724911,211.0,1.0,2036.0,535.2280701754386,500.57894736842104,8.246211251235321,1337.8527572195678,626.2467564786264,626.2467564786264,44.0,13.0,18.0,39.0
1807.0,231.0,0.7649805142997481,0.0010080531,971.5765538546101,116796.0,232.2600996126176,253.0,232.0,0.7857872735158996,99.79690094078583,3392.913348724806,143519.0,1.0,180333.0,511.99114554510237,364.5196458218041,2.0,1251.3808373153233,409.2725253422223,756.7331101517892,227.0,1580.0,1807.0,0.0
435.0,0.0,6.363013251626561,1.3378869971,802.6381501025229,23475.0,4.089655172413793,255.0,1.0,16.180980991834378,23.96551724137931,45.974167728145765,417.0,1.0,10425.0,484.08045977011494,522.5931034482759,2.0,1369.746326879543,474.3711626985772,422.8486726950908,235.0,200.0,47.0,388.0
49.0,0.0,13.560299257453236,1.6362702633,810.2623032080414,15225.0,21.387755102040817,255.0,1.0,63.438807515920935,28.46938775510204,38.262307365490635,157.0,1.0,1395.0,492.6938775510204,553.3061224489796,8.602325267042627,1201.8390075213902,779.8878124448413,779.8878124448413,40.0,9.0,15.0,34.0
74.0,0.0,11.61517734592157,1.5031245235,807.5208975624098,23976.0,16.783783783783782,255.0,1.0,46.50785178413289,36.41891891891892,45.9844294319568,230.0,1.0,2695.0,536.4324324324324,524.1756756756756,9.0,1312.9954303043098,560.2606536247214,948.4518965134711,55.0,19.0,27.0,47.0
87.0,0.0,11.374026405859961,1.4558377483000002,1073.1803203562763,142731.0,13.080459770114942,255.0,1.0,40.42169054425209,36.701149425287355,43.89148450977621,200.0,1.0,3193.0,492.28735632183907,530.6896551724138,8.246211251235321,1212.4953608158671,844.4939312985026,422.9917256873945,72.0,15.0,22.0,65.0
60.0,0.0,12.785625609340444,1.8063212331,817.9156435721229,17520.0,19.966666666666665,255.0,1.0,51.66654838696139,34.93333333333333,45.66467148926204,227.0,1.0,2096.0,539.2166666666667,445.53333333333336,15.231546211727817,1310.3930707997506,651.6271940304517,882.5621791126107,44.0,16.0,21.0,39.0
50.0,0.0,14.44714504668656,2.7814477282,824.1365178172849,31155.0,23.58,255.0,1.0,52.71853184602166,39.48,43.79919633965902,193.0,1.0,1974.0,418.7,520.26,14.866068747318506,1187.23754994525,245.97764126033894,245.97764126033894,38.0,12.0,22.0,28.0
63.0,0.0,13.931390751612865,3.5890891542000003,861.7221129807451,72609.0,22.841269841269842,255.0,1.0,57.63134242869529,37.26984126984127,48.6390026883209,222.0,1.0,2348.0,497.57142857142856,535.2857142857143,9.433981132056603,1183.8298019563454,337.81651824622196,260.8926982496827,49.0,14.0,23.0,40.0
76.0,0.0,14.719274067897254,2.9587309137,920.818114504705,94986.0,16.13157894736842,255.0,1.0,46.33185277665304,37.171052631578945,50.71057923412419,286.0,1.0,2825.0,555.6842105263158,469.7631578947368,15.132745950421556,1277.371128529215,560.0223209837266,560.0223209837266,70.0,6.0,23.0,53.0
295.0,1.0,9.293420493243293,0.6303581375,1121.7651269316586,151689.0,9.152542372881356,255.0,2.0,26.290175750534026,30.966101694915253,77.83475893431249,944.0,1.0,9135.0,478.2,483.06101694915253,2.0,1364.4137935391886,707.5153708577644,739.8330892843331,179.0,116.0,80.0,215.0
60.0,0.0,9.024949984472059,1.1843634658,834.1013127911981,30861.0,8.716666666666667,255.0,1.0,33.17935686872521,28.183333333333334,38.86236039608962,186.0,1.0,1691.0,557.8,480.03333333333336,18.35755975068582,1107.1991690748328,701.0199711848444,342.37406443829826,47.0,13.0,14.0,46.0
54.0,0.0,14.041824650171815,3.1003007856,860.0145347608958,42267.0,18.38888888888889,255.0,1.0,43.93573449291703,41.629629629629626,64.81092051792926,321.0,1.0,2248.0,548.2222222222222,504.48148148148147,38.27531841800928,1290.7350618930284,629.0071541723512,361.20354372569494,40.0,14.0,17.0,37.0
45.0,0.0,17.369904439774952,2.8988475548,975.9385226539631,101751.0,25.711111111111112,255.0,1.0,62.24525764076675,42.37777777777778,57.077447925852425,217.0,1.0,1907.0,491.0888888888889,531.1333333333333,38.47076812334269,1271.3976561249435,517.6263130869604,517.6263130869604,39.0,6.0,15.0,30.0
63.0,3.0,12.56290796704972,2.0920857439,877.328330786143,32772.0,17.095238095238095,255.0,4.0,38.30939802873784,35.714285714285715,55.827520257849436,287.0,1.0,2250.0,513.2063492063492,514.1746031746031,14.560219778561036,1207.0012427499817,607.8198746339248,300.3747659175118,49.0,14.0,63.0,0.0
57.0,0.0,11.403940612606014,1.8817251111,1045.086120853205,121701.0,14.456140350877194,255.0,1.0,42.025919393781045,40.21052631578947,40.78774189872094,205.0,1.0,2292.0,542.578947368421,525.8070175438596,12.041594578792296,1289.2990343593685,426.2229463555429,426.2229463555429,48.0,9.0,24.0,33.0
83.0,0.0,8.898632383452748,1.2691557506,897.4658767886386,5745.0,10.36144578313253,255.0,1.0,33.387674774164395,28.156626506024097,37.05498419483915,187.0,1.0,2337.0,470.68674698795184,481.2048192771084,12.529964086141668,1269.729498751604,664.0496969354026,430.1406746635338,63.0,20.0,22.0,61.0
69.0,0.0,12.479716792977886,2.3688593367,1006.5882971701985,105705.0,16.28985507246377,255.0,1.0,39.53428211436041,45.20289855072464,64.27287383055922,437.0,1.0,3119.0,560.3333333333334,486.5652173913044,11.661903789690601,1378.1919314812433,257.8565492672234,292.7456233660889,59.0,10.0,30.0,39.0
59.0,0.0,10.589924911144147,1.7644027026,1197.3587599378893,157251.0,10.203389830508474,255.0,1.0,34.315969332380995,25.203389830508474,34.53947859666368,209.0,1.0,1487.0,507.08474576271186,456.93220338983053,11.0,1205.37338613394,356.62445233045923,356.62445233045923,42.0,17.0,17.0,42.0
211.0,2.0,8.958870453786636,0.8543834036,922.974539193796,62808.0,7.644549763033176,255.0,3.0,28.361774324022203,30.113744075829384,52.27494167132269,422.0,1.0,6354.0,501.81990521327015,514.0473933649289,2.0,1297.585835311098,316.79646462673793,619.3197881547142,153.0,58.0,47.0,164.0
105.0,2.0,9.655968746133338,2.0028274495,832.6944217418536,19128.0,8.219047619047618,255.0,3.0,25.306494913505034,32.06666666666667,39.416038956040815,306.0,1.0,3367.0,511.9238095238095,530.5238095238095,10.816653826391969,1293.419112275677,1216.7994904666914,1216.7994904666914,89.0,16.0,42.0,63.0
47.0,0.0,11.406279591700267,1.6267103193,835.1299300108935,19094.0,12.02127659574468,255.0,1.0,40.30758830500838,23.23404255319149,32.54601506211967,190.0,1.0,1092.0,532.8297872340426,485.3404255319149,27.073972741361768,1319.837868830865,622.6756780218736,622.6756780218736,37.0,10.0,11.0,36.0
54.0,0.0,9.840166419907122,1.2451395365,868.5395788333425,22736.0,10.907407407407407,255.0,1.0,37.673681017742496,33.68518518518518,36.48075295380864,204.0,1.0,1819.0,515.2407407407408,520.7222222222222,12.649110640673518,1204.0772400473318,535.1971599326738,466.0525721418132,47.0,7.0,18.0,36.0
54.0,0.0,11.412171323678402,1.6850253903,1202.1202102951268,47258.0,14.944444444444445,255.0,1.0,43.622291560481486,27.48148148148148,34.00966134015273,166.0,1.0,1484.0,489.98148148148147,481.31481481481484,24.020824298928627,1282.1676957403038,663.5397501280537,663.5397501280537,43.0,11.0,17.0,37.0
640.0,142.0,6.644892746265738,0.0007860072999999999,783.0,5264.0,145.4828125,217.0,143.0,6.980756018501417,305.8375,6554.607228304664,165719.0,1.0,195736.0,359.8125,540.4078125,2.0,1297.585835311098,918.129620478503,863.8362113271243,119.0,521.0,640.0,0.0
60.0,0.0,15.911307998471472,1.6616456592,971.0185374131639,31324.0,27.133333333333333,255.0,1.0,58.15882468627517,39.05,44.082281020836476,177.0,1.0,2343.0,473.65,442.3333333333333,16.76305461424021,1304.773160361601,523.0411073711128,877.1869812075416,52.0,8.0,25.0,35.0
50.0,0.0,12.838395538384072,2.5244276867,1202.8087961101714,47014.0,16.92,255.0,1.0,44.381455586765064,32.04,39.13257466612694,183.0,1.0,1602.0,544.52,595.34,15.0,1221.0556907856414,610.9091585497798,711.9452226119647,42.0,8.0,19.0,31.0
71.0,3.0,14.570652283091887,1.0040749346,1145.736444388499,43304.0,19.591549295774648,255.0,4.0,50.2474377357506,34.53521126760563,44.05784641342753,223.0,1.0,2452.0,494.5774647887324,465.7323943661972,7.615773105863909,1293.8284275745375,600.832755431992,304.1792234851026,57.0,14.0,71.0,0.0
49.0,0.0,14.837057515506592,4.2781898052,804.7167203432522,9334.0,16.26530612244898,255.0,1.0,48.16374091774853,45.57142857142857,63.81062543469816,308.0,1.0,2233.0,581.6326530612245,481.0612244897959,15.652475842498529,1078.2328134498598,512.431458831325,864.1724364963279,42.0,7.0,17.0,32.0
42.0,3.0,13.657724799981077,0.3431136204,1040.199980772928,35708.0,16.666666666666668,255.0,4.0,40.47319316633375,36.857142857142854,46.317522873854855,229.0,1.0,1548.0,529.6666666666666,534.6190476190476,24.08318915758459,1163.0068787414803,423.8726223761096,227.86399452304877,32.0,10.0,42.0,0.0
66.0,0.0,13.01521324993296,2.3043199505,805.3924509206677,9200.0,19.015151515151516,255.0,1.0,49.112577054936175,31.954545454545453,38.27786440726895,182.0,1.0,2109.0,488.6060606060606,538.2727272727273,16.1245154965971,1301.992703512581,266.03007348794233,266.03007348794233,52.0,14.0,22.0,44.0
85.0,0.0,10.339402912893748,1.2736019397,805.6761135841126,6870.0,10.211764705882352,255.0,1.0,33.873152345581744,38.54117647058823,76.23362743276155,620.0,1.0,3276.0,546.4823529411765,479.11764705882354,6.4031242374328485,1349.8981443057103,1054.013282648753,806.202207885838,67.0,18.0,23.0,62.0
54.0,0.0,15.860200293841443,2.7410526995,810.681811810281,9358.0,27.574074074074073,255.0,1.0,67.30241365212632,38.24074074074074,46.46740601403876,209.0,1.0,2065.0,505.037037037037,517.5925925925926,9.219544457292887,1213.2353440285194,76.55716818169282,76.55716818169282,46.0,8.0,22.0,32.0
71.0,0.0,12.029109043981007,1.3619671197999998,1151.9032077392615,43088.0,14.492957746478874,255.0,1.0,41.52442798426909,37.33802816901409,42.634689196386155,191.0,1.0,2651.0,462.4788732394366,484.46478873239437,7.280109889280518,1307.4452187376723,587.1771453317984,587.1771453317984,61.0,10.0,17.0,54.0
89.0,1.0,10.677078252031311,2.9387700551,815.3557505776237,7550.0,13.51685393258427,255.0,2.0,44.243227720081904,27.089887640449437,47.124182214926314,334.0,1.0,2411.0,505.19101123595505,510.30337078651684,11.180339887498949,1301.5959434478889,313.8470965295043,468.60324369342555,63.0,26.0,29.0,60.0
90.0,2.0,12.289511738284483,1.8298791927,833.3606662184147,11450.0,11.38888888888889,255.0,3.0,37.56111891731912,42.55555555555556,69.65902846662148,447.0,1.0,3830.0,485.24444444444447,522.1666666666666,7.211102550927978,1226.002039150017,592.1655174020183,497.14484810767175,77.0,13.0,38.0,52.0
58.0,0.0,12.9893970297391,1.5018751741999998,904.0232297900315,23202.0,15.827586206896552,255.0,1.0,50.86735215109253,34.56896551724138,42.487366101468204,194.0,1.0,2005.0,550.8103448275862,493.58620689655174,2.0,1250.9600313359335,512.9541889876717,512.9541889876717,49.0,9.0,18.0,40.0
70.0,0.0,14.844665089945714,2.4904351037,977.0368467974993,29578.0,27.057142857142857,255.0,1.0,60.49318396416616,38.2,42.093637116722114,191.0,1.0,2674.0,443.14285714285717,513.5571428571428,26.832815729997478,1303.2766398581691,484.64626275253585,407.1412531296724,60.0,10.0,29.0,41.0
92.0,2.0,12.143221210249717,1.4605710232,1202.6013470805694,45682.0,15.619565217391305,255.0,3.0,44.56061879773497,32.84782608695652,40.93179235886067,268.0,1.0,3022.0,480.75,504.9130434782609,10.770329614269007,1333.108397693151,507.5716698161945,507.5716698161945,80.0,12.0,44.0,48.0
80.0,2.0,14.232615492241756,0.8368950163,842.9294157875854,11398.0,16.8625,255.0,3.0,51.47007474008562,35.0125,66.84506222414637,400.0,1.0,2801.0,486.1,502.875,7.810249675906654,1259.4288387995568,281.1138559374119,397.0314848976086,64.0,16.0,28.0,52.0
55.0,0.0,10.508304468843553,1.3205210658,877.8530628755589,14706.0,13.054545454545455,255.0,1.0,37.03237806019738,39.90909090909091,57.942376619055445,325.0,1.0,2195.0,481.6363636363636,552.3272727272728,9.055385138137417,1215.3962316874279,309.8548047069788,828.3960405506535,45.0,10.0,18.0,37.0
86.0,0.0,11.41730798302437,1.3072324473,1033.7219161844253,31628.0,12.918604651162791,255.0,1.0,34.240671829789314,43.593023255813954,60.85942206142466,352.0,1.0,3749.0,484.7325581395349,479.8139534883721,10.44030650891055,1218.469942181587,238.30442715149042,191.14915641979695,73.0,13.0,25.0,61.0
43.0,0.0,20.168570293668406,2.3884096047,887.1166777825789,12076.0,27.41860465116279,255.0,1.0,64.89463107406536,48.46511627906977,61.935956734472,253.0,1.0,2084.0,537.046511627907,506.4186046511628,13.892443989449804,1240.9431896746926,703.4692601670665,703.4692601670665,36.0,7.0,14.0,29.0
92.0,0.0,11.010842739999086,3.0266888414,1112.1375814169755,37318.0,12.684782608695652,255.0,1.0,42.09846877000193,39.55434782608695,66.96013806580794,472.0,1.0,3639.0,459.5978260869565,540.3695652173913,5.385164807134504,1272.2283600046023,582.4165176229122,563.3515776138379,78.0,14.0,19.0,73.0
79.0,0.0,13.37007302702409,1.4363104841,885.4117686139032,4430.0,16.759493670886076,255.0,1.0,43.05610563735443,41.075949367088604,52.749652863912374,244.0,1.0,3245.0,533.9113924050633,496.55696202531647,12.529964086141668,1315.2459845975582,827.9287408950121,234.09613409879285,68.0,11.0,25.0,54.0
62.0,0.0,12.543213544996345,2.9696340086,1065.3023045126674,32820.0,15.693548387096774,255.0,1.0,46.014579985912256,30.693548387096776,42.97170438476382,223.0,1.0,1903.0,454.93548387096774,485.69354838709677,7.211102550927978,1352.133129540135,268.12683565805196,570.8283454769919,51.0,11.0,20.0,42.0
61.0,0.0,15.801544017440984,2.7838556241,1276.3514406306751,47488.0,27.262295081967213,255.0,1.0,58.38142014102962,46.295081967213115,49.16861062603783,204.0,1.0,2824.0,474.91803278688525,503.0983606557377,13.038404810405298,1318.9761180552134,626.3194073314351,626.3194073314351,52.0,9.0,27.0,34.0
58.0,0.0,10.540223617742154,1.4711126285,955.0020942385414,20674.0,12.206896551724139,255.0,1.0,38.51007867213629,25.79310344827586,33.128151702082555,183.0,1.0,1496.0,508.2586206896552,508.05172413793105,20.0,1243.878611440843,413.9685978428799,413.9685978428799,47.0,11.0,15.0,43.0
43.0,0.0,14.603280931129428,3.3950656048,831.194922987382,20340.0,16.348837209302324,255.0,1.0,46.92739752194662,41.58139534883721,56.843822170779774,250.0,1.0,1788.0,459.95348837209303,527.5813953488372,13.038404810405298,1192.5988428637686,598.8397114420519,981.6486133031514,33.0,10.0,15.0,28.0
150.0,0.0,10.891382934330343,2.6507844426,833.6264151285035,20313.0,8.126666666666667,255.0,1.0,35.17125657250376,42.36,72.01039554582842,453.0,1.0,6354.0,509.36,519.1533333333333,8.246211251235321,1295.1911055902137,272.6187814513153,655.788075524403,124.0,26.0,20.0,130.0
89.0,0.0,10.42104393995074,2.0118525291,867.1804887103953,23880.0,15.134831460674157,255.0,1.0,41.781182531561264,24.93258426966292,31.163143656169115,162.0,1.0,2219.0,512.0112359550562,519.3370786516854,13.0,1250.0311996106336,914.289341510662,914.289341510662,67.0,22.0,29.0,60.0
119.0,0.0,10.839762866738932,3.0083032006,1201.5806256760302,47871.0,9.823529411764707,255.0,1.0,36.6511253931618,38.94117647058823,53.213111121739274,317.0,1.0,4634.0,507.8235294117647,507.06722689075633,2.0,1311.9180614657305,294.3331445828009,294.3331445828009,96.0,23.0,22.0,97.0
69.0,2.0,15.00333926284135,1.1437608765,781.0006402046032,6792.0,22.057971014492754,255.0,3.0,50.37910886841858,36.971014492753625,54.7224806133462,313.0,1.0,2551.0,491.3478260869565,483.72463768115944,19.235384061671343,1231.4483342795993,236.1440238498531,217.90364843205356,54.0,15.0,40.0,29.0
