Id,Predicted
5427032,2.434897
4494406,1.7773312
7292962,1.1910033
6333468,-0.0022428706
4413250,2.1478815
5233321,1.2817976
4299943,1.6327516
9452310,1.1537151
7770489,2.0476794
2166344,1.6700066
1188371,1.150183
1685486,2.662904
5963960,1.3965495
9412844,1.6050545
5651291,2.6300313
7116062,1.6342075
1839916,0.27298206
9302153,1.7335079
1642392,1.346935
8841595,2.6337242
8644898,0.65870833
2340431,2.0459929
3480336,2.5094876
8080293,2.4801242
4022154,1.750126
1798285,2.0820193
7376417,1.25025
3039602,-0.0029368792
2500326,1.7649974
2131750,2.4994
4190396,1.9872932
2493273,2.0388217
8685412,4.5641875
5125058,1.1414747
4336736,1.7405615
8848300,2.8627899
3941212,1.4967203
6495661,-0.012653332
8453501,1.538367
1224625,-0.0035998188
7271066,1.205925
6026213,1.0542353
9962129,1.4874152
5412575,2.9741457
4715277,1.4600905
5374251,1.9630533
9266927,2.1140618
9722847,2.2679112
1784188,1.8614528
8736068,1.7710103
6427320,0.0005359091
7958775,1.9010205
4825377,2.0373898
5852789,0.6615685
2034074,1.9253925
8584064,1.374993
4419741,-0.00093223155
7048166,1.9601048
7791150,1.8311017
6914716,1.9258373
3705443,1.1718911
5862306,1.5095012
4915941,3.3165164
9729240,3.5963795
1251721,-0.0014050957
5886501,-0.0029829592
7297423,2.3858159
1720082,2.730231
8891569,1.7253516
4774463,1.3112167
6368047,1.712573
9243808,-0.020028032
1293084,1.2928318
1578722,2.2139482
7276667,1.482769
9404438,1.2758825
5871835,1.9436754
8364407,-0.011495516
3993833,1.8117785
6436658,1.0862889
5151481,1.7707108
6664898,1.6392442
4575038,1.7900954
7577162,-0.0014476404
9724582,1.1140653
3985495,1.4845797
7172095,-0.04618041
9278935,1.5275753
5643176,1.4455425
7942293,1.2706805
2346917,-0.0050865803
9018383,1.574954
6369110,1.6240007
9024296,0.5309714
9589596,1.7253307
9817873,2.1031814
2928977,2.3978932
6439886,-0.101021096
4133839,1.8168299
6358874,1.4634103
7244551,1.4572027
5950755,1.7093357
9369967,1.7807715
8311526,-0.0006924048
6502407,1.0340292
7564446,-0.15556216
4984731,2.3593826
6034024,1.9847585
4597564,1.4034994
8436856,0.9892993
5910661,2.9784613
9268089,2.2176273
7541923,1.727619
8019319,2.4209378
5184977,-0.0026693586
5050931,1.8622853
3614007,1.5103608
5077138,1.938446
4766273,1.3320081
3654349,1.817327
1974981,1.0314423
9222313,0.6927522
9083349,2.6493003
2863772,2.4328911
7112191,2.0950634
4636406,0.051007785
2137855,1.8976387
7927486,3.3115642
7344516,2.0945625
2500634,1.3778161
5051324,1.3111216
1366237,1.3912266
8579864,-0.004867073
2990133,-0.020875808
6807596,1.2569404
1756607,0.073316015
3615042,1.4291556
5651179,2.3395324
6502675,2.6049469
9463639,2.3461828
9735907,1.3963634
6045938,1.4426844
6053796,1.5582223
5733943,2.390665
2487887,1.5513105
4735785,0.7642491
7511542,-0.003604522
8800439,1.8252614
5241294,1.8589289
4734754,0.017239407
5797944,3.9711862
8163105,-0.032633875
6220522,2.1729546
3071093,1.499902
5390154,2.3858454
2795710,1.6622036
6251564,1.4830931
7903285,1.4195952
8265743,1.1867838
2241229,1.6488446
8289363,1.3569537
3103702,1.9264119
1687602,1.5305091
7266275,1.2643623
1317369,2.21137
7841375,0.6798973
1070812,1.4550952
1476724,2.0323768
9248978,4.2208333
9577946,-0.028158683
9451167,1.7102603
8412660,-0.053089563
7988987,1.346545
3958210,1.3038536
6725688,-0.10474844
2921722,1.2182177
7643358,1.425447
3893504,1.4210024
9019253,3.2232902
1882418,1.5497655
8291057,2.4624925
9260734,1.3913543
4145779,1.4096158
4075156,1.4455415
4598390,3.1830587
4527672,0.64408237
2420505,1.7391728
3846700,0.69311523
3099235,1.506271
7519757,1.9305794
7188259,2.6081765
3094638,1.3416024
2304386,1.0600411
7031647,2.3099573
7687225,0.9334246
9921073,1.6339979
4871588,1.6332096
8291212,0.67144483
2359681,1.8039292
5814633,2.2300723
4596268,-0.01731887
5529480,-0.014625046
9837989,1.6404438
9098267,3.962087
1559379,1.6247153
9423353,1.5507631
3979302,0.9737742
2810387,1.8629937
5702573,-0.008234853
7642348,1.9915419
4051490,2.6149397
9514714,0.77975523
5345229,1.8654754
3407630,2.208906
1744729,1.3801728
8097158,2.9143734
9265684,1.1834368
5677514,1.8987489
6755906,0.00019854121
7749257,1.3210206
8962633,1.5645262
8348814,1.2942883
4504959,1.3860025
3235013,-0.0012889709
4767248,1.9827747
9722112,2.0805504
5310982,1.1938342
2997795,2.5493424
3221893,0.53177273
6218728,1.5122272
8485472,3.3287036
6006407,1.1274413
4700073,1.4980633
1559967,2.3647983
3374506,1.4705784
3828429,0.002426412
6244402,2.8084166
8930064,0.7303563
1372131,1.5803597
1226073,0.0022576526
2934473,1.8005565
5987282,-0.048143614
2458604,0.28854218
6910929,1.6964349
6451733,2.6595173
2369052,1.6984777
3513636,0.56083846
3624841,2.1143966
9997253,2.3406813
9521755,-0.0106114
9193757,-0.009284571
4842010,-0.0077795163
8126765,2.0826068
7364073,1.6347557
1184175,-0.0037824567
3302729,1.0550913
5085071,-0.006968964
8927807,1.7867887
2299386,1.407622
7862504,1.4852561
8570547,1.5377274
9507883,2.5659468
1781562,1.2438848
4830577,0.61474454
8363545,2.006999
8565821,-0.009031385
6806341,1.0057896
8107193,-0.078485146
4560299,1.5299956
7199987,1.6809043
3453564,2.2780132
1438849,2.1667414
1202948,1.2328583
6752292,1.817728
9105276,1.4745634
9383901,1.4524324
6293357,1.445084
8083900,1.7808365
7378419,1.1626167
1058135,1.105087
8089861,-0.0028632712
2631764,0.38792416
2612674,1.5874279
8447531,1.4643414
9380778,1.8001616
8142736,1.0570784
4179149,2.3153896
7555369,2.187794
4142560,1.695304
9612629,1.5192995
1653313,1.038843
4000703,-0.0018525813
3835434,1.7340547
1098235,2.026237
5147136,3.1894138
8254039,1.0220245
4373284,1.6790642
5387990,1.2974036
2830459,1.4452425
9484589,-0.012678143
7068818,1.2001711
7943931,1.4050667
8578451,2.1937263
2084947,0.83654594
4196369,0.00022676401
2620117,1.3404251
7423557,-0.012100775
6381406,1.6653585
3716364,1.2115924
1815460,2.108333
8196168,1.5880702
4224955,0.00012945756
2171716,1.3518889
4571945,2.0084558
8522673,-0.006832868
1534047,-0.026864525
1753089,1.2754946
7139042,2.5634136
1969728,3.064219
9081138,2.177915
1331405,1.9462469
7466769,1.4107382
5953692,1.7642782
2466743,1.0855236
6314556,1.7971517
1399773,1.82937
5341796,3.0445397
8020780,1.4477158
6785837,1.380084
7835447,1.7912349
9293074,1.7771574
8218278,1.3020575
6721819,0.6429537
5124650,1.6804181
6569625,0.0013987757
9876185,1.5293025
9022030,1.5102189
2640528,1.8300431
1114602,1.5619527
6934039,1.7494731
3616311,1.4679952
