cluster_num,background_threshold,cluster_num_intensities_avg,cluster_num_intensities_max,cluster_num_intensities_min,cluster_num_intensities_std,cluster_peak_intensities_avg,cluster_peak_intensities_max,cluster_peak_intensities_min,cluster_peak_intensities_std,cluster_sizes_avg,cluster_sizes_std,cluster_sizes_max,cluster_sizes_min,cluster_sizes_sum,cluster_x_avg,cluster_y_avg,cluster_dist_min,cluster_dist_max,largest_clusters_distance,brightest_clusters_distance,num_large_clusters,num_small_clusters,num_bright_clusters,num_dark_clusters,num_large_bright_clusters,num_small_bright_clusters,num_large_dark_clusters,num_small_dark_clusters
40.0,0.0,5.55,85.0,1.0,13.956987497307578,10.55,255.0,1.0,40.11355755851131,36.375,66.89569773161799,359.0,1.0,1455.0,487.975,406.575,18.384776310850235,1220.6899688291044,106.15083607772479,668.3621772661885,34.0,6.0,9.0,31.0,9.0,0.0,25.0,6.0
165.0,0.0,4.593939393939394,51.0,1.0,8.865251860030906,9.266666666666667,255.0,1.0,31.05735326648412,35.07272727272727,77.41658765456621,701.0,1.0,5787.0,512.9575757575758,524.0666666666667,2.0,1280.2695028782025,868.5303679204314,198.4263087395419,118.0,47.0,38.0,127.0,38.0,0.0,80.0,47.0
51.0,0.0,8.745098039215685,66.0,1.0,15.645387890534714,24.686274509803923,255.0,1.0,62.880680719036036,40.68627450980392,48.514598650294474,196.0,1.0,2075.0,630.6274509803922,508.5882352941176,20.615528128088304,1294.712709445613,710.0197180360557,710.0197180360557,45.0,6.0,18.0,33.0,18.0,0.0,27.0,6.0
128.0,0.0,6.796875,59.0,1.0,11.706274609557688,15.1640625,255.0,1.0,39.61844925026841,37.1484375,46.3637267031954,236.0,1.0,4755.0,496.796875,513.4609375,4.242640687119285,1180.6049296864721,754.0106100049256,364.5229759562489,107.0,21.0,41.0,87.0,41.0,0.0,66.0,21.0
61.0,0.0,7.622950819672131,62.0,1.0,13.301255868755625,17.852459016393443,255.0,1.0,50.4926016543225,36.9344262295082,48.6485788556129,245.0,1.0,2253.0,529.7213114754098,492.88524590163934,14.317821063276353,1161.0546929408622,227.1079038695043,593.7583683620804,53.0,8.0,22.0,39.0,22.0,0.0,31.0,8.0
297.0,0.0,2.2525252525252526,71.0,1.0,5.727263819849486,3.5757575757575757,255.0,1.0,17.17963572621196,23.525252525252526,45.95518460347643,403.0,1.0,6987.0,400.3097643097643,585.7811447811448,2.0,1354.9826567155758,845.8019862828415,611.3010714860559,160.0,137.0,24.0,273.0,24.0,0.0,136.0,137.0
6998.0,181.0,2.917976564732781,29.0,1.0,2.603746683469254,185.74778508145184,214.0,182.0,3.6505673522412727,25.713918262360675,1657.9393163467255,138703.0,1.0,179946.0,330.1431837667905,519.0490140040012,2.0,1354.9826567155758,1.0,1.0,1998.0,5000.0,6998.0,0.0,1998.0,5000.0,0.0,0.0
52.0,0.0,8.807692307692308,65.0,1.0,14.478151259926989,20.403846153846153,255.0,1.0,49.023251789088114,42.17307692307692,45.99570262278112,191.0,1.0,2193.0,406.38461538461536,501.09615384615387,14.035668847618199,1127.4298204322963,174.04022523543227,174.04022523543227,47.0,5.0,18.0,34.0,18.0,0.0,29.0,5.0
64.0,0.0,9.5,64.0,1.0,14.692685254915114,27.8125,255.0,1.0,60.73607736551645,37.3125,45.38580277741047,193.0,1.0,2388.0,478.21875,454.265625,17.11724276862369,1179.0949919323718,787.1073624353922,233.49732332512937,52.0,12.0,23.0,41.0,23.0,0.0,29.0,12.0
56.0,0.0,7.517857142857143,72.0,1.0,14.525828070111839,18.035714285714285,255.0,1.0,50.524026917085386,35.30357142857143,46.736311839807755,209.0,1.0,1977.0,507.64285714285717,457.42857142857144,21.37755832643195,1300.604859286632,804.5719358764634,804.5719358764634,45.0,11.0,15.0,41.0,15.0,0.0,30.0,11.0
29992.0,2.0,1.0186716457722058,88.0,1.0,0.9383778255037564,3.050113363563617,255.0,3.0,3.1026047597941955,2.323953054147773,13.627012433482744,780.0,1.0,69700.0,453.5872566017605,514.5843558282209,21.37755832643195,1300.604859286632,1.0,1.0,1081.0,28911.0,50.0,29942.0,50.0,0.0,1031.0,28911.0
77.0,0.0,8.792207792207792,62.0,1.0,14.572111473221417,24.844155844155843,255.0,1.0,61.87525467560128,41.36363636363637,49.12108259808641,191.0,1.0,3185.0,485.68831168831167,471.16883116883116,12.083045973594572,1202.1035729087573,289.968963856479,243.02263269086689,66.0,11.0,30.0,47.0,30.0,0.0,36.0,11.0
11403.0,162.0,6.341050600719109,80.0,1.0,8.317731536650747,180.6129088836271,242.0,163.0,15.56294171316499,16.88099622906253,255.18539025607947,16061.0,1.0,192494.0,462.00324476015084,469.62983425414365,12.083045973594572,1202.1035729087573,1.0,1.0,4917.0,6486.0,11403.0,0.0,4917.0,6486.0,0.0,0.0
44.0,0.0,9.795454545454545,64.0,1.0,16.05187548579823,26.295454545454547,255.0,1.0,62.196016952803234,44.95454545454545,50.39839217558729,199.0,2.0,1978.0,555.0681818181819,469.47727272727275,9.055385138137417,1246.6787878198618,955.0523545858625,955.0523545858625,39.0,5.0,17.0,27.0,17.0,0.0,22.0,5.0
66.0,0.0,5.696969696969697,53.0,1.0,8.91537605551235,10.393939393939394,255.0,1.0,32.85545883700707,31.257575757575758,34.583807126098336,191.0,1.0,2063.0,491.3484848484849,507.0151515151515,16.97056274847714,1185.9717534578974,535.2102390649865,502.9294185072096,53.0,13.0,25.0,41.0,25.0,0.0,28.0,13.0
73.0,0.0,6.794520547945205,58.0,1.0,10.926853817964567,12.452054794520548,255.0,1.0,34.45824994001443,35.6986301369863,41.27113321050974,188.0,1.0,2606.0,482.09589041095893,536.5616438356165,10.0,1212.298643074387,197.6916791369834,662.0732587863672,58.0,15.0,25.0,48.0,25.0,0.0,33.0,15.0
97.0,1.0,5.597938144329897,50.0,1.0,10.366142144754047,15.360824742268042,255.0,2.0,40.49339657685077,34.855670103092784,56.86572893794421,421.0,1.0,3381.0,536.3092783505155,462.87628865979383,9.486832980505138,1253.0989585822822,252.74493071078598,448.4016057063132,82.0,15.0,28.0,69.0,28.0,0.0,54.0,15.0
71.0,3.0,8.056338028169014,85.0,1.0,15.326390131968003,21.591549295774648,255.0,4.0,51.07205003505127,32.66197183098591,47.09084527578518,225.0,1.0,2319.0,431.23943661971833,511.0845070422535,5.830951894845301,1256.6821396041244,695.5199493903823,333.0375354220602,58.0,13.0,71.0,0.0,58.0,13.0,0.0,0.0
55.0,1.0,7.163636363636364,68.0,1.0,12.310769322926738,18.21818181818182,255.0,2.0,50.86513037045424,35.38181818181818,46.20526963614389,217.0,1.0,1946.0,584.290909090909,506.76363636363635,11.045361017187261,1140.2740898573466,708.9936530040308,184.32851108821987,43.0,12.0,27.0,28.0,27.0,0.0,16.0,12.0
66.0,0.0,7.454545454545454,59.0,1.0,13.487572077693011,17.696969696969695,255.0,1.0,49.87377087327861,44.04545454545455,49.86175792710549,232.0,2.0,2907.0,504.09090909090907,469.04545454545456,13.038404810405298,1248.8859035156095,1010.7353758526511,383.6000521376398,60.0,6.0,25.0,41.0,25.0,0.0,35.0,6.0
80.0,2.0,4.75,70.0,1.0,11.389139563636931,12.5,255.0,3.0,40.65464303127012,32.4,50.813039665030864,319.0,1.0,2592.0,504.95,483.3,7.280109889280518,1318.5598204101323,330.89273186336385,330.89273186336385,62.0,18.0,35.0,45.0,35.0,0.0,27.0,18.0
77.0,0.0,5.636363636363637,50.0,1.0,9.496286479815657,12.2987012987013,255.0,1.0,37.914485096484654,29.792207792207794,35.59415451145586,182.0,1.0,2294.0,535.0,515.4025974025974,12.727922061357855,1315.130411784322,394.66568130507625,1046.492235996044,62.0,15.0,24.0,53.0,24.0,0.0,38.0,15.0
57.0,0.0,8.12280701754386,67.0,1.0,15.341801828622435,22.0,255.0,1.0,57.53137969076361,35.719298245614034,47.69374315724911,211.0,1.0,2036.0,535.2280701754386,500.57894736842104,8.246211251235321,1337.8527572195678,626.2467564786264,626.2467564786264,44.0,13.0,18.0,39.0,18.0,0.0,26.0,13.0
1807.0,231.0,1.2335362479247372,22.0,1.0,0.7649805142997481,232.2600996126176,253.0,232.0,0.7857872735158996,99.79690094078583,3392.913348724806,143519.0,1.0,180333.0,511.99114554510237,364.5196458218041,2.0,1251.3808373153233,409.2725253422223,756.7331101517892,227.0,1580.0,1807.0,0.0,227.0,1580.0,0.0,0.0
435.0,0.0,2.781609195402299,63.0,1.0,6.363013251626561,4.089655172413793,255.0,1.0,16.180980991834378,23.96551724137931,45.974167728145765,417.0,1.0,10425.0,484.08045977011494,522.5931034482759,2.0,1369.746326879543,474.3711626985772,422.8486726950908,235.0,200.0,47.0,388.0,47.0,0.0,188.0,200.0
49.0,0.0,6.530612244897959,55.0,1.0,13.560299257453236,21.387755102040817,255.0,1.0,63.438807515920935,28.46938775510204,38.262307365490635,157.0,1.0,1395.0,492.6938775510204,553.3061224489796,8.602325267042627,1201.8390075213902,779.8878124448413,779.8878124448413,40.0,9.0,15.0,34.0,15.0,0.0,25.0,9.0
74.0,0.0,7.081081081081081,54.0,1.0,11.61517734592157,16.783783783783782,255.0,1.0,46.50785178413289,36.41891891891892,45.9844294319568,230.0,1.0,2695.0,536.4324324324324,524.1756756756756,9.0,1312.9954303043098,560.2606536247214,948.4518965134711,55.0,19.0,27.0,47.0,27.0,0.0,28.0,19.0
87.0,0.0,6.149425287356322,59.0,1.0,11.374026405859961,13.080459770114942,255.0,1.0,40.42169054425209,36.701149425287355,43.89148450977621,200.0,1.0,3193.0,492.28735632183907,530.6896551724138,8.246211251235321,1212.4953608158671,844.4939312985026,422.9917256873945,72.0,15.0,22.0,65.0,22.0,0.0,50.0,15.0
60.0,0.0,7.833333333333333,55.0,1.0,12.785625609340444,19.966666666666665,255.0,1.0,51.66654838696139,34.93333333333333,45.66467148926204,227.0,1.0,2096.0,539.2166666666667,445.53333333333336,15.231546211727817,1310.3930707997506,651.6271940304517,882.5621791126107,44.0,16.0,21.0,39.0,21.0,0.0,23.0,16.0
50.0,0.0,10.0,64.0,1.0,14.44714504668656,23.58,255.0,1.0,52.71853184602166,39.48,43.79919633965902,193.0,1.0,1974.0,418.7,520.26,14.866068747318506,1187.23754994525,245.97764126033894,245.97764126033894,38.0,12.0,22.0,28.0,22.0,0.0,16.0,12.0
63.0,0.0,8.587301587301587,63.0,1.0,13.931390751612865,22.841269841269842,255.0,1.0,57.63134242869529,37.26984126984127,48.6390026883209,222.0,1.0,2348.0,497.57142857142856,535.2857142857143,9.433981132056603,1183.8298019563454,337.81651824622196,260.8926982496827,49.0,14.0,23.0,40.0,23.0,0.0,26.0,14.0
76.0,0.0,6.881578947368421,84.0,1.0,14.719274067897254,16.13157894736842,255.0,1.0,46.33185277665304,37.171052631578945,50.71057923412419,286.0,1.0,2825.0,555.6842105263158,469.7631578947368,15.132745950421556,1277.371128529215,560.0223209837266,560.0223209837266,70.0,6.0,23.0,53.0,23.0,0.0,47.0,6.0
295.0,1.0,4.566101694915254,64.0,1.0,9.293420493243293,9.152542372881356,255.0,2.0,26.290175750534026,30.966101694915253,77.83475893431249,944.0,1.0,9135.0,478.2,483.06101694915253,2.0,1364.4137935391886,707.5153708577644,739.8330892843331,179.0,116.0,80.0,215.0,80.0,0.0,99.0,116.0
60.0,0.0,4.516666666666667,60.0,1.0,9.024949984472059,8.716666666666667,255.0,1.0,33.17935686872521,28.183333333333334,38.86236039608962,186.0,1.0,1691.0,557.8,480.03333333333336,18.35755975068582,1107.1991690748328,701.0199711848444,342.37406443829826,47.0,13.0,14.0,46.0,14.0,0.0,33.0,13.0
54.0,0.0,8.222222222222221,73.0,1.0,14.041824650171815,18.38888888888889,255.0,1.0,43.93573449291703,41.629629629629626,64.81092051792926,321.0,1.0,2248.0,548.2222222222222,504.48148148148147,38.27531841800928,1290.7350618930284,629.0071541723512,361.20354372569494,40.0,14.0,17.0,37.0,17.0,0.0,23.0,14.0
45.0,0.0,9.555555555555555,68.0,1.0,17.369904439774952,25.711111111111112,255.0,1.0,62.24525764076675,42.37777777777778,57.077447925852425,217.0,1.0,1907.0,491.0888888888889,531.1333333333333,38.47076812334269,1271.3976561249435,517.6263130869604,517.6263130869604,39.0,6.0,15.0,30.0,15.0,0.0,24.0,6.0
63.0,3.0,7.174603174603175,84.0,1.0,12.56290796704972,17.095238095238095,255.0,4.0,38.30939802873784,35.714285714285715,55.827520257849436,287.0,1.0,2250.0,513.2063492063492,514.1746031746031,14.560219778561036,1207.0012427499817,607.8198746339248,300.3747659175118,49.0,14.0,63.0,0.0,49.0,14.0,0.0,0.0
57.0,0.0,7.052631578947368,63.0,1.0,11.403940612606014,14.456140350877194,255.0,1.0,42.025919393781045,40.21052631578947,40.78774189872094,205.0,1.0,2292.0,542.578947368421,525.8070175438596,12.041594578792296,1289.2990343593685,426.2229463555429,426.2229463555429,48.0,9.0,24.0,33.0,24.0,0.0,24.0,9.0
83.0,0.0,5.0843373493975905,49.0,1.0,8.898632383452748,10.36144578313253,255.0,1.0,33.387674774164395,28.156626506024097,37.05498419483915,187.0,1.0,2337.0,470.68674698795184,481.2048192771084,12.529964086141668,1269.729498751604,664.0496969354026,430.1406746635338,63.0,20.0,22.0,61.0,22.0,0.0,41.0,20.0
69.0,0.0,8.101449275362318,67.0,1.0,12.479716792977886,16.28985507246377,255.0,1.0,39.53428211436041,45.20289855072464,64.27287383055922,437.0,1.0,3119.0,560.3333333333334,486.5652173913044,11.661903789690601,1378.1919314812433,257.8565492672234,292.7456233660889,59.0,10.0,30.0,39.0,30.0,0.0,29.0,10.0
59.0,0.0,5.4576271186440675,67.0,1.0,10.589924911144147,10.203389830508474,255.0,1.0,34.315969332380995,25.203389830508474,34.53947859666368,209.0,1.0,1487.0,507.08474576271186,456.93220338983053,11.0,1205.37338613394,356.62445233045923,356.62445233045923,42.0,17.0,17.0,42.0,17.0,0.0,25.0,17.0
211.0,2.0,2.8483412322274884,83.0,1.0,8.958870453786636,7.644549763033176,255.0,3.0,28.361774324022203,30.113744075829384,52.27494167132269,422.0,1.0,6354.0,501.81990521327015,514.0473933649289,2.0,1297.585835311098,316.79646462673793,619.3197881547142,153.0,58.0,47.0,164.0,47.0,0.0,106.0,58.0
105.0,2.0,4.019047619047619,89.0,1.0,9.655968746133338,8.219047619047618,255.0,3.0,25.306494913505034,32.06666666666667,39.416038956040815,306.0,1.0,3367.0,511.9238095238095,530.5238095238095,10.816653826391969,1293.419112275677,1216.7994904666914,1216.7994904666914,89.0,16.0,42.0,63.0,42.0,0.0,47.0,16.0
47.0,0.0,5.361702127659575,65.0,1.0,11.406279591700267,12.02127659574468,255.0,1.0,40.30758830500838,23.23404255319149,32.54601506211967,190.0,1.0,1092.0,532.8297872340426,485.3404255319149,27.073972741361768,1319.837868830865,622.6756780218736,622.6756780218736,37.0,10.0,11.0,36.0,11.0,0.0,26.0,10.0
54.0,0.0,5.203703703703703,62.0,1.0,9.840166419907122,10.907407407407407,255.0,1.0,37.673681017742496,33.68518518518518,36.48075295380864,204.0,1.0,1819.0,515.2407407407408,520.7222222222222,12.649110640673518,1204.0772400473318,535.1971599326738,466.0525721418132,47.0,7.0,18.0,36.0,18.0,0.0,29.0,7.0
54.0,0.0,6.277777777777778,56.0,1.0,11.412171323678402,14.944444444444445,255.0,1.0,43.622291560481486,27.48148148148148,34.00966134015273,166.0,1.0,1484.0,489.98148148148147,481.31481481481484,24.020824298928627,1282.1676957403038,663.5397501280537,663.5397501280537,43.0,11.0,17.0,37.0,17.0,0.0,26.0,11.0
640.0,142.0,2.740625,75.0,1.0,6.644892746265738,145.4828125,217.0,143.0,6.980756018501417,305.8375,6554.607228304664,165719.0,1.0,195736.0,359.8125,540.4078125,2.0,1297.585835311098,918.129620478503,863.8362113271243,119.0,521.0,640.0,0.0,119.0,521.0,0.0,0.0
60.0,0.0,10.216666666666667,63.0,1.0,15.911307998471472,27.133333333333333,255.0,1.0,58.15882468627517,39.05,44.082281020836476,177.0,1.0,2343.0,473.65,442.3333333333333,16.76305461424021,1304.773160361601,523.0411073711128,877.1869812075416,52.0,8.0,25.0,35.0,25.0,0.0,27.0,8.0
50.0,0.0,7.66,67.0,1.0,12.838395538384072,16.92,255.0,1.0,44.381455586765064,32.04,39.13257466612694,183.0,1.0,1602.0,544.52,595.34,15.0,1221.0556907856414,610.9091585497798,711.9452226119647,42.0,8.0,19.0,31.0,19.0,0.0,23.0,8.0
71.0,3.0,7.549295774647887,83.0,1.0,14.570652283091887,19.591549295774648,255.0,4.0,50.2474377357506,34.53521126760563,44.05784641342753,223.0,1.0,2452.0,494.5774647887324,465.7323943661972,7.615773105863909,1293.8284275745375,600.832755431992,304.1792234851026,57.0,14.0,71.0,0.0,57.0,14.0,0.0,0.0
49.0,0.0,7.673469387755102,84.0,1.0,14.837057515506592,16.26530612244898,255.0,1.0,48.16374091774853,45.57142857142857,63.81062543469816,308.0,1.0,2233.0,581.6326530612245,481.0612244897959,15.652475842498529,1078.2328134498598,512.431458831325,864.1724364963279,42.0,7.0,17.0,32.0,17.0,0.0,25.0,7.0
42.0,3.0,7.119047619047619,84.0,1.0,13.657724799981077,16.666666666666668,255.0,4.0,40.47319316633375,36.857142857142854,46.317522873854855,229.0,1.0,1548.0,529.6666666666666,534.6190476190476,24.08318915758459,1163.0068787414803,423.8726223761096,227.86399452304877,32.0,10.0,42.0,0.0,32.0,10.0,0.0,0.0
66.0,0.0,7.575757575757576,65.0,1.0,13.01521324993296,19.015151515151516,255.0,1.0,49.112577054936175,31.954545454545453,38.27786440726895,182.0,1.0,2109.0,488.6060606060606,538.2727272727273,16.1245154965971,1301.992703512581,266.03007348794233,266.03007348794233,52.0,14.0,22.0,44.0,22.0,0.0,30.0,14.0
85.0,0.0,5.270588235294118,57.0,1.0,10.339402912893748,10.211764705882352,255.0,1.0,33.873152345581744,38.54117647058823,76.23362743276155,620.0,1.0,3276.0,546.4823529411765,479.11764705882354,6.4031242374328485,1349.8981443057103,1054.013282648753,806.202207885838,67.0,18.0,23.0,62.0,23.0,0.0,44.0,18.0
54.0,0.0,9.481481481481481,69.0,1.0,15.860200293841443,27.574074074074073,255.0,1.0,67.30241365212632,38.24074074074074,46.46740601403876,209.0,1.0,2065.0,505.037037037037,517.5925925925926,9.219544457292887,1213.2353440285194,76.55716818169282,76.55716818169282,46.0,8.0,22.0,32.0,22.0,0.0,24.0,8.0
71.0,0.0,6.464788732394366,58.0,1.0,12.029109043981007,14.492957746478874,255.0,1.0,41.52442798426909,37.33802816901409,42.634689196386155,191.0,1.0,2651.0,462.4788732394366,484.46478873239437,7.280109889280518,1307.4452187376723,587.1771453317984,587.1771453317984,61.0,10.0,17.0,54.0,17.0,0.0,44.0,10.0
89.0,1.0,5.0,65.0,1.0,10.677078252031311,13.51685393258427,255.0,2.0,44.243227720081904,27.089887640449437,47.124182214926314,334.0,1.0,2411.0,505.19101123595505,510.30337078651684,11.180339887498949,1301.5959434478889,313.8470965295043,468.60324369342555,63.0,26.0,29.0,60.0,29.0,0.0,34.0,26.0
90.0,2.0,4.888888888888889,86.0,1.0,12.289511738284483,11.38888888888889,255.0,3.0,37.56111891731912,42.55555555555556,69.65902846662148,447.0,1.0,3830.0,485.24444444444447,522.1666666666666,7.211102550927978,1226.002039150017,592.1655174020183,497.14484810767175,77.0,13.0,38.0,52.0,38.0,0.0,39.0,13.0
58.0,0.0,6.293103448275862,62.0,1.0,12.9893970297391,15.827586206896552,255.0,1.0,50.86735215109253,34.56896551724138,42.487366101468204,194.0,1.0,2005.0,550.8103448275862,493.58620689655174,2.0,1250.9600313359335,512.9541889876717,512.9541889876717,49.0,9.0,18.0,40.0,18.0,0.0,31.0,9.0
70.0,0.0,10.085714285714285,66.0,1.0,14.844665089945714,27.057142857142857,255.0,1.0,60.49318396416616,38.2,42.093637116722114,191.0,1.0,2674.0,443.14285714285717,513.5571428571428,26.832815729997478,1303.2766398581691,484.64626275253585,407.1412531296724,60.0,10.0,29.0,41.0,29.0,0.0,31.0,10.0
92.0,2.0,5.5978260869565215,88.0,1.0,12.143221210249717,15.619565217391305,255.0,3.0,44.56061879773497,32.84782608695652,40.93179235886067,268.0,1.0,3022.0,480.75,504.9130434782609,10.770329614269007,1333.108397693151,507.5716698161945,507.5716698161945,80.0,12.0,44.0,48.0,44.0,0.0,36.0,12.0
80.0,2.0,5.4125,80.0,1.0,14.232615492241756,16.8625,255.0,3.0,51.47007474008562,35.0125,66.84506222414637,400.0,1.0,2801.0,486.1,502.875,7.810249675906654,1259.4288387995568,281.1138559374119,397.0314848976086,64.0,16.0,28.0,52.0,28.0,0.0,36.0,16.0
55.0,0.0,6.290909090909091,50.0,1.0,10.508304468843553,13.054545454545455,255.0,1.0,37.03237806019738,39.90909090909091,57.942376619055445,325.0,1.0,2195.0,481.6363636363636,552.3272727272728,9.055385138137417,1215.3962316874279,309.8548047069788,828.3960405506535,45.0,10.0,18.0,37.0,18.0,0.0,27.0,10.0
86.0,0.0,6.686046511627907,58.0,1.0,11.41730798302437,12.918604651162791,255.0,1.0,34.240671829789314,43.593023255813954,60.85942206142466,352.0,1.0,3749.0,484.7325581395349,479.8139534883721,10.44030650891055,1218.469942181587,238.30442715149042,191.14915641979695,73.0,13.0,25.0,61.0,25.0,0.0,48.0,13.0
43.0,0.0,10.86046511627907,84.0,1.0,20.168570293668406,27.41860465116279,255.0,1.0,64.89463107406536,48.46511627906977,61.935956734472,253.0,1.0,2084.0,537.046511627907,506.4186046511628,13.892443989449804,1240.9431896746926,703.4692601670665,703.4692601670665,36.0,7.0,14.0,29.0,14.0,0.0,22.0,7.0
92.0,0.0,5.021739130434782,67.0,1.0,11.010842739999086,12.684782608695652,255.0,1.0,42.09846877000193,39.55434782608695,66.96013806580794,472.0,1.0,3639.0,459.5978260869565,540.3695652173913,5.385164807134504,1272.2283600046023,582.4165176229122,563.3515776138379,78.0,14.0,19.0,73.0,19.0,0.0,59.0,14.0
79.0,0.0,8.025316455696203,59.0,1.0,13.37007302702409,16.759493670886076,255.0,1.0,43.05610563735443,41.075949367088604,52.749652863912374,244.0,1.0,3245.0,533.9113924050633,496.55696202531647,12.529964086141668,1315.2459845975582,827.9287408950121,234.09613409879285,68.0,11.0,25.0,54.0,25.0,0.0,43.0,11.0
62.0,0.0,7.080645161290323,65.0,1.0,12.543213544996345,15.693548387096774,255.0,1.0,46.014579985912256,30.693548387096776,42.97170438476382,223.0,1.0,1903.0,454.93548387096774,485.69354838709677,7.211102550927978,1352.133129540135,268.12683565805196,570.8283454769919,51.0,11.0,20.0,42.0,20.0,0.0,31.0,11.0
